problem_id,matrix_id,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
10,56,0.9577110879953435,0.991925442925988,0.9893868187542212,0.9863752830271781,0.95507691930789,0.9953694230567204,0.9902094160568052,0.9844233715706243,-10.726201412044816,-2.0480386319555066,-2.6919377744271458,-3.455786670900892,-11.430322847066577,-1.178213706950089,-2.4911367076318243,-3.963349999009097,0.009679153549166762,-0.25248163788069755,1,0.1,0.10200000000000001,0.9803921568627451,0.25,0.26399999999999996,0.9469696969696971,0.45899999999999996,0.4720000000000001,0.9724576271186438,0.0198240555184811,6331.742024841781,0.052852447301995,1.2735698800801267,24.0967059255183,0.0226103630427148,0.014796225005753838,2602.1339519093854,0.043971172187059704,0.8792924546318552,1.3663663663663659,2.9205555121827453,0.7457457457457456,0.6613226452905812,0.6665073207652437,0.884866683770065,0.5008323162776804,0.14798415545032334,-0.5889588919273803,0.9,0.9,0.09090909090909091,0.9090909090909091,0.1133921497416259,0.1133926735918425,0.9214329837286005,0.10982921364280164
10,56,0.9608482197701362,0.9624339616644382,0.9775155210295536,0.9937975425962966,0.9558282932846852,0.9681471015067422,0.9766410273520861,0.9924166536158898,-9.928515181659861,-9.526386277703608,-5.701847770373149,-1.5728835862563244,-11.22977884421718,-8.097966599569162,-5.938554707763728,-1.92791515486374,-0.205800226850597,-0.05579062681463576,2,0.1,0.10200000000000001,0.9803921568627451,0.25,0.25999999999999995,0.9615384615384617,0.483,0.45999999999999996,1.05,0.008078948921781515,6319.76188885221,0.0064308127707455144,0.9173071718794092,142.6424939709553,-0.002832001779173421,0.009247317512643183,5.682637564175591,0.010222985192037681,0.8692857221109036,1.3463463463463459,2.9205555121827453,0.7857857857857856,0.6533066132264529,0.6593910613588545,0.8868785643324282,0.4945135652169039,0.14745473575866386,-0.5981348142644658,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11679038808929516,0.11679131466684185,0.9224617046834517,0.11019427550044987
10,56,0.8925825241482552,0.9420544144353816,0.9596113773219462,0.9836332033664874,0.8787750382066742,0.9398638833366559,0.958422217793962,0.9822019378229304,-27.244051485910887,-14.696607828344128,-10.243675034820257,-4.151073618209665,-30.8473679711866,-15.302466518694445,-10.580041669323293,-4.528963053716154,-0.13235005135793426,0.011500107794599757,2,0.1,0.10200000000000001,0.9803921568627451,0.25,0.258,0.9689922480620154,0.45899999999999996,0.481,0.9542619542619543,0.020377185249872642,6333.312987182797,0.12851822474089977,1.2575583953377376,9.78505887295789,0.005655823887455558,0.02836720719865593,44.753259570717844,0.010978637618492826,0.8638823971651524,1.3463463463463459,3.851107002325569,0.7857857857857856,0.6503006012024048,0.6860598239961925,0.8862254945037895,0.5037667607674551,0.14961951858831626,-0.6009172591641163,0.9,0.9,0.09090909090909091,0.9090909090909091,0.1169504575721846,0.11695307554987813,0.9196989525814965,0.10759318730125302
10,56,0.9655372889690262,0.9447888379393125,0.976990472870471,0.9794837406488638,0.9800758225496492,0.9362420537301721,0.9727343136005603,0.9787910886902462,-8.744105212665744,-14.008538374659338,-5.838128228898171,-5.205519965490765,-5.072398755298565,-16.231823276286548,-6.941437562454752,-5.399472856378253,-0.0677625527452263,0.006429139169223497,2,0.1,0.10500000000000001,0.9523809523809523,0.25,0.265,0.9433962264150942,0.453,0.43100000000000005,1.051044083526682,0.01638240545798053,6365.147504610248,0.10798152225948175,0.9753122393823463,9.032214206414423,0.024847168638712502,0.020584634480450892,16.175697583168162,0.011029681723738527,0.8644718824932143,1.3263263263263259,3.353710152002929,0.7657657657657656,0.6342685370741483,0.6620905799548482,0.88365115066381,0.4921683756854117,0.15051992630334016,-0.6133695835062049,0.9,0.9,0.09090909090909091,0.9090909090909091,0.12216116542174517,0.12215989770418778,0.9202497320364883,0.11133727010692075
10,56,0.9600662751223366,0.9586434749189665,0.9760053510957802,0.9792325453521138,0.9493245793660554,0.9561208502831456,0.9734997546096107,0.9778766516838404,-10.132442510587595,-10.493451690393982,-6.088197415306212,-5.269356689253925,-12.901479249932436,-11.171213430391788,-6.7467099778390605,-5.6323936865118185,-0.08120631121095426,0.02093689197371784,1,0.1,0.1,1.0,0.251,0.261,0.9616858237547893,0.458,0.47400000000000003,0.9662447257383966,0.028678679059771395,6338.396344363124,0.03242108914034754,1.2289368622687398,37.90547741776346,0.025074872446744556,0.029145972593308533,27.767310715560782,0.008740051737416876,0.8931840646425354,1.3663663663663659,3.20262069365765,0.7457457457457456,0.687374749498998,0.6863540930397967,0.8853752144054029,0.48746580839858467,0.15379697277559828,-0.6159464422365933,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11799671974973719,0.11799669841474844,0.9180795617582861,0.11123224907258869
10,56,1.0201132284739052,1.008623296533768,0.9826072248261597,0.9775833416101808,1.0250684609071208,1.0069388703005129,0.9802368381085361,0.9760160414878591,5.101713965891236,2.187296406214557,-4.411671856912932,-5.685978226932974,6.3763987548773,1.7649669083544381,-5.026946063584347,-6.100545372947238,-0.08626765747035367,-0.12086027097549756,1,0.1,0.101,0.9900990099009901,0.25,0.265,0.9433962264150942,0.45999999999999996,0.475,0.968421052631579,0.01038465968841984,6374.157511025028,0.0492684242614611,0.9470465851179489,19.222181332451314,0.00631496247885599,0.02386842026416658,11.043935663490185,-0.010324434468947263,0.8758601022192347,1.386386386386386,3.851107002325569,0.7657657657657656,0.6583166332665331,0.6587215922187851,0.8800317050277567,0.44606424585656695,0.1612052118738925,-0.6109129530788273,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11722411063947324,0.1172261613223218,0.9237940802474542,0.10834861955904285
10,56,0.9411964462044631,0.9588964523925707,0.9573354930660596,0.97706783628046,0.9390267322833226,0.9591745921049547,0.9511680673125091,0.9753715834269288,-14.911017040306604,-10.422766299508055,-10.818584062457603,-5.81498671291385,-15.493165207428945,-10.373640988337655,-12.408080276111093,-6.25802324613818,-0.04441658418194573,-0.04684390089405133,2,0.1,0.10200000000000001,0.9803921568627451,0.251,0.26000000000000006,0.9653846153846152,0.44299999999999995,0.45499999999999996,0.9736263736263736,0.026553275680377575,6330.840715695858,0.15487719873116076,1.1621998609970672,7.5040087922460375,0.044755636069435445,0.03836747326298495,1275.5130198488469,0.07208511349429159,0.8649120198343654,1.406406406406406,3.353710152002929,0.7657657657657656,0.6803607214428857,0.7191493274700863,0.892340127123343,0.5329879939614628,0.14432731126206855,-0.6167649274802639,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11781454405986845,0.11781521198223388,0.9253670336540104,0.1101438644026648
10,56,0.9348546711743064,0.9459289122327166,0.9544173062564925,0.9776676006541676,0.9291603673045397,0.9382738639068648,0.952489038415227,0.977400373511252,-16.51782613777209,-13.709913556656232,-11.55765154184951,-5.662458019373247,-17.992946055694233,-15.678159170091163,-12.067569188621206,-5.740202833052535,-0.0674210973587814,-0.009643490238841146,3,0.1,0.101,0.9900990099009901,0.254,0.275,0.9236363636363636,0.46299999999999997,0.492,0.9410569105691057,0.0300416716374996,6329.263091679568,0.05489072232777643,1.0756042136546886,19.595373644962933,0.0261916980962692,0.03892606650969965,13.240979611217647,0.060714629846103985,0.8682992394191904,1.3463463463463459,3.5119275304507274,0.7657657657657656,0.6823647294589178,0.6838629031111194,0.8880884780405253,0.5110828776660588,0.14682250036124336,-0.603285723086085,0.9,0.9,0.09090909090909091,0.9090909090909091,0.1157226802348627,0.115718157255933,0.9219724262215638,0.11202975772799138
10,56,0.9466785657941527,0.9333421366704373,0.9530049508215618,0.9784997874874951,0.9540624643357839,0.9325078733908576,0.9543942431370598,0.9792049241562478,-13.524850630254207,-16.907603073537928,-11.920178629218611,-5.453476019188969,-11.681024542184531,-17.161939053246584,-11.596659626560665,-5.287784548631663,-0.05146018442241598,-0.13095373156274803,1,0.1,0.10400000000000001,0.9615384615384615,0.25,0.259,0.9652509652509652,0.4779999999999999,0.514,0.9299610894941632,0.01294844952240315,6310.345467336811,0.09639761219873554,1.037571160611236,10.76345292113829,0.020057607277631173,0.02077393672653971,28.288248082961573,0.00750580350376584,0.8786096984134408,1.3263263263263259,3.6776091016010306,0.7457457457457456,0.6603206412825652,0.702759097932619,0.8920657282002417,0.5211472950495927,0.14277502282593635,-0.6221816689838352,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11586131954425574,0.11586557658696339,0.9206704859153882,0.10967934722360141
10,56,0.9739898859307862,0.9596748064137594,0.9727097081382222,0.9898821283976753,0.994022148256821,0.9611543549615384,0.9729366719871639,0.9898997747627298,-6.596841536844437,-10.227518084815728,-6.92152792668719,-2.5661554375755884,-1.519667396073487,-9.875196438545487,-6.879939312191482,-2.567641963284217,-0.049817820258379386,-0.11757525852838535,1,0.1,0.1,1.0,0.25,0.269,0.929368029739777,0.479,0.5149999999999999,0.9300970873786409,0.032782181915211206,6326.879647907878,0.13942187442495252,1.068951605246391,7.667029364332512,0.015641596530689306,0.0333426406970605,95.07474265616099,-0.029371428447988235,0.8749272921392421,1.3463463463463459,2.9205555121827453,0.7257257257257256,0.6653306613226453,0.6614407900830185,0.8821247318839153,0.487253978135082,0.1543271616585541,-0.6104409019831438,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11774306160710414,0.11774679663292989,0.9124228113757429,0.11280276005590041
