problem_id,d_x,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
5,1,0.6901233357023603,0.7635042462139848,0.8206506422502357,0.8757516273500373,0.6941215851506418,0.7591346421759352,0.8193851427790484,0.871287231289737,-78.59742321540674,-59.98501659070442,-45.49034825329693,-31.51447996618009,-77.82834524728383,-61.28628669686992,-45.956022988755194,-32.74994675858267,0.5939478330807071,-0.062004841112049736,2,0.1,0.099,1.0101010101010102,0.25,0.23200000000000004,1.0775862068965516,0.546,0.33599999999999997,1.6250000000000002,-0.0019523327943131719,12392.979682346671,0.5359020311421726,3.479742556148617,6.493243828041129,0.0526373017234435,0.422728287617653,1.506872295713442,0.484074946305879,0.8660096038452387,2.2072072072072073,24.34368873543108,1.606606606606607,0.6523046092184369,0.8905092226360383,0.9213353622050025,0.6158683416765368,0.1215167027231546,-0.5695669809944522,0.9,0.9,0.09090909090909091,0.9090909090909091,0.1133921497416259,0.11339267359184246,0.9987276522866723,0.1043253048249157
5,1,0.6939734021796921,0.7630271314578341,0.8251926129593873,0.8779706460161111,0.6843194030984302,0.757388949767787,0.8229025159213296,0.8742721633915987,-77.60540401003402,-60.09404193497551,-44.32947329366053,-30.94547135593689,-80.25551992959342,-61.67903940932436,-45.023516815600374,-31.96380454062691,0.8138289716158228,0.8811800067788087,2,0.1,0.101,0.9900990099009901,0.25,0.231,1.0822510822510822,0.5370000000000001,0.34700000000000003,1.5475504322766573,-0.0012368470243320218,12308.126909177863,0.07183103139379289,5.566379265632741,77.492681890041,0.054650136448432196,0.44038227786075534,2.884706828942783,0.5131957473719337,0.8751347220850324,2.1871871871871877,20.244465099768018,1.586586586586587,0.6513026052104208,0.8700474723869651,0.9210899927661328,0.6443197569745842,0.11711583315420732,-0.5587907769771773,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11679038808929501,0.11679131466684194,0.9986757367309265,0.10840680789727658
5,1,0.7237678342999847,0.7956315092239526,0.8191717266073781,0.8827871599825269,0.7244199151143714,0.7868303752691151,0.8166078331124847,0.8793204093826941,-70.06013951382238,-51.83351815569685,-45.86306605469301,-29.728427547983614,-70.12516364815099,-54.24395897574453,-46.66667302941488,-30.70859073340742,0.5129133331770165,-0.16771444544724146,1,0.1,0.099,1.0101010101010102,0.25,0.23900000000000002,1.0460251046025104,0.485,0.33199999999999996,1.460843373493976,0.0009368188232962149,12189.531457485746,0.09137302330664816,5.67181234345374,62.07316052593685,0.06854226059803392,0.3809834243638235,1.4321132718256349,0.48279897030349495,0.8635069148221168,2.1671671671671673,24.34368873543108,1.586586586586587,0.624248496993988,0.8666739238108131,0.9204750010071865,0.6179806166086308,0.1232783136839124,-0.577035757451201,0.9,0.9,0.09090909090909091,0.9090909090909091,0.1169504575721846,0.11695307554987795,0.9985625097375437,0.10909651342307342
5,1,0.7598735003813297,0.7760177093963726,0.8265108176618267,0.8840813186409033,0.7685172571050725,0.7775150270297869,0.824401873814216,0.8800459362384574,-60.92647137155504,-56.83025670997699,-44.01881390761491,-29.411648578848855,-58.9320577905541,-56.64135961341148,-44.70466692625487,-30.53851759919658,0.6082946149826435,0.16259464046712235,1,0.1,0.1,1.0,0.25,0.24800000000000005,1.008064516129032,0.506,0.329,1.5379939209726443,-0.00544569849222043,12309.65761907231,0.26191855316708484,3.4355231548184983,13.116761349192725,0.07669110216991493,0.4029425190843242,1.4431382322112172,0.4784949172763352,0.8707489219415413,2.1671671671671673,25.492146544514203,1.606606606606607,0.687374749498998,0.8482734562990488,0.9134446695668584,0.5724011994671001,0.12964558054165828,-0.5579181097618133,0.9,0.9,0.09090909090909091,0.9090909090909091,0.12216116542174522,0.12215989770418774,0.9986356399179717,0.11105457892200384
5,1,0.7915128077515189,0.8073715488745842,0.8487823272517871,0.8876618895021621,0.7898707804372783,0.8056727982847116,0.8484787501974004,0.8856627367616042,-52.89976069407825,-48.875899078062844,-38.36868161935823,-28.50371333639484,-53.49689715603509,-49.47385397621861,-38.575866481167935,-29.109177796861303,0.7011474531918199,0.38339443749792146,2,0.1,0.10400000000000001,0.9615384615384615,0.25,0.24500000000000005,1.020408163265306,0.48999999999999994,0.35,1.4,0.008645040234397383,12624.2209595963,0.5166354024546834,6.842265666287488,13.243896244388045,0.08558238129687323,0.41056539049480634,1.7462909752104898,0.4877846020840546,0.8722676347835165,2.2072072072072073,23.246970599856457,1.626626626626627,0.656312625250501,0.8178725810666104,0.9129698815260322,0.5582998955074696,0.13367378233677646,-0.5431045716563943,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11799671974973727,0.11799669841474855,0.9987908692556849,0.10791639771255496
5,1,0.7920360596473652,0.8395712334733935,0.8501374732341088,0.884914383437555,0.7982278944742685,0.841428146612127,0.844997086521489,0.8825237860161078,-52.74998691907197,-40.69270529002134,-38.012581956060615,-29.191429812054878,-51.322632339099584,-40.33424198825912,-39.426448562942625,-29.88117967632448,0.7215950368221339,0.4919678289191731,2,0.1,0.101,0.9900990099009901,0.25,0.25,1.0,0.47800000000000004,0.32799999999999996,1.457317073170732,-0.0027690455534050695,12669.070755949257,0.3489237382093752,4.31162951880261,12.356939487491598,0.057731308496777545,0.40959760649690335,1.5341982834341976,0.4994067502701036,0.8765869151818279,2.2272272272272273,23.246970599856457,1.586586586586587,0.6583166332665331,0.852446487986805,0.9055554712014895,0.5453133015279156,0.14002054898410513,-0.5781658887321287,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11722411063947302,0.11722616132232189,0.998667663035478,0.10661144511012992
5,1,0.7102224949233863,0.7975445941775477,0.8159593796532609,0.8762522768534874,0.69851007590539,0.7901722261041847,0.8117638499350166,0.8747767532603888,-73.47986706923933,-51.337305507373856,-46.667805752704425,-31.379130842204972,-76.60788698545318,-53.316748270418316,-47.83036698178287,-31.818935120263802,0.7412577600172061,0.6554719469686403,2,0.1,0.101,0.9900990099009901,0.25,0.23200000000000004,1.0775862068965516,0.507,0.35699999999999993,1.420168067226891,-0.0006338886517274211,12421.195405516075,1.1201973632933084,4.389280411149932,3.918309893397472,0.08935632675019034,0.40682323562741696,1.473225292681387,0.5009535059553216,0.8714841836077284,2.1471471471471477,20.244465099768018,1.586586586586587,0.6523046092184369,0.8672024194921265,0.917158981660184,0.6278656649033909,0.12452940642737845,-0.5545784087665676,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11781454405986848,0.11781521198223399,0.9986127782904979,0.10828562991449776
5,1,0.7180631174064818,0.7829914285261621,0.822735376254404,0.8727247178804554,0.7190949455923781,0.7754001978786067,0.8182236960790014,0.8721259306064344,-71.4860833839013,-55.02328284506871,-44.946065791481885,-32.271093255382766,-71.34861232915586,-57.04733310889688,-46.17035840254442,-32.47943481598503,0.7228606037975533,0.4884363888730996,2,0.1,0.1,1.0,0.25,0.23199999999999998,1.0775862068965518,0.46799999999999997,0.337,1.3887240356083084,0.0007335862487293232,12508.967048425426,0.6154344860919619,4.275076314365836,6.946436072363725,0.06889408555017096,0.4605335069801024,1.3568583344324163,0.5329841548377565,0.866219195367665,2.1871871871871877,24.34368873543108,1.606606606606607,0.6422845691382766,0.8639944837839357,0.9164060996767642,0.5858596228759739,0.12527102751818148,-0.5440570343418945,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11572268023486287,0.11571815725593312,0.9986611021157299,0.10713849730028514
5,1,0.7329264595858788,0.8175696801971578,0.8556064559641776,0.8830116020268828,0.7218158611440331,0.8169059265430919,0.8478764237674492,0.8810040935925362,-67.74254659860662,-46.27300188959234,-36.6250672762919,-29.67381938660668,-70.73683222746885,-46.55727249306241,-38.682075599486325,-30.25835154339464,0.804870996512881,0.6766953406364697,3,0.1,0.10400000000000001,0.9615384615384615,0.25,0.23200000000000004,1.0775862068965516,0.493,0.34900000000000003,1.4126074498567334,-0.002590279837139775,12569.042016820771,0.19133450679159494,3.9399313550176167,20.591849432099888,0.06302826446247112,0.44952604493802684,1.6932291340830703,0.4876535535605754,0.8640775102720571,2.1671671671671673,21.199534575360687,1.606606606606607,0.6382765531062125,0.8393084693993814,0.9191255396756225,0.603477145100244,0.12130239559931494,-0.5328660872224819,0.9,0.9,0.09090909090909091,0.9090909090909091,0.11586131954425585,0.1158655765869635,0.9987232356567589,0.10700562604978855
5,1,0.7877307716673771,0.8263872260611036,0.8406736441736934,0.8761405645619489,0.8052286892068318,0.8294583204820614,0.8410894149006917,0.8750560351515793,-53.83699812820103,-44.03271571201958,-40.40930844179121,-31.41397481970108,-49.51404340875649,-43.35447601736652,-40.397662143751575,-31.762793370202274,0.8486880406296948,0.9233058781073078,2,0.1,0.1,1.0,0.25,0.24299999999999997,1.0288065843621401,0.5210000000000001,0.34299999999999997,1.5189504373177847,0.008704882314079398,12606.139174663285,0.39477756627437754,8.872941015711964,22.475798458986166,0.06846746290023531,0.45211837563354484,1.6675016486234615,0.5257157705375168,0.8635149571366882,2.1871871871871877,23.246970599856457,1.626626626626627,0.6402805611222445,0.8537873067878935,0.910813216628957,0.5677027744935729,0.13188815846285232,-0.559647048616892,0.9,0.9,0.09090909090909091,0.9090909090909091,0.1177430616071042,0.1177467966329296,0.9987861260322197,0.10927876654831364
