problem_id,log_2^k,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,pca.expl_var.cov_x,pca.expl_var.cor_x,pca.expl_var.cov_init,pca.expl_var.cor_init,pca.expl_var_PC1.cov_x,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_init
7,-0.2999999999999985,0.9061253899258593,0.9500101639674231,0.954222954680989,0.9669695759677019,0.9184035175690066,0.954497783542326,0.9522211092450575,0.965904157598338,-23.81044882454131,-12.679471389130867,-11.610934991327014,-8.377869377596255,-20.761580083154428,-11.577679365602108,-12.15696114758299,-8.675417633638546,-0.010971370011446768,-0.24661446217524308,1,0.1,0.099,1.0101010101010102,0.25,0.257,0.9727626459143969,0.508,0.4499999999999999,1.128888888888889,0.000792598746859885,2204.6379971586134,0.0022507714466785816,0.29264810423671755,130.0212443464984,-0.0029042755080552762,0.15108728705207908,31.37385049099017,0.14023344163641294,0.8777766833743399,0.7857857857857856,1.0115911122238297,0.24524524524524516,0.656312625250501,0.7210733923905359,0.8910194375518243,0.5391090118362858,0.14464918349334488,-0.5956552699758181,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11339214974162587,0.11339267359184275,0.5090734899049408,0.10458845848899502
7,-0.2999999999999985,0.8195897947123102,0.9187034577492881,0.9505710971006206,0.957671585726634,0.8269938287311186,0.9146389421655016,0.9483859849490339,0.9569355841177909,-45.750294152880485,-20.616021780204335,-12.534694718043653,-10.734079044715855,-43.98338181849567,-21.701353030524814,-13.12183787735529,-10.94827214917035,0.044222408296534024,-0.3045090956507126,1,0.1,0.10200000000000001,0.9803921568627451,0.25,0.269,0.929368029739777,0.48600000000000004,0.418,1.1626794258373208,0.009180503119896155,2205.506191131328,0.008772161185179341,0.37420014874506036,42.65769185560286,0.011118625408607419,0.18971388736502592,61.85062246668386,0.21634247493261283,0.8594504296239618,0.8058058058058056,0.9224970052592174,0.24524524524524516,0.655310621242485,0.7553277163993168,0.8998683751547174,0.542784668121358,0.13707835012444156,-0.5984153199272179,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11679038808929525,0.11679131466684171,0.5286353210568773,0.1071777973694092
7,-0.2999999999999985,0.8854970252638776,0.8927036351073664,0.9220704056817047,0.9591378121168775,0.8517732021681671,0.8865811922728045,0.920455273324813,0.9580900495894097,-29.04113054477625,-27.213334387232408,-19.765106776611162,-10.363784306859316,-37.718358564671234,-28.86098411628194,-20.241255741538623,-10.664566462588397,0.04868829216811689,-0.3049907252979649,1,0.1,0.101,0.9900990099009901,0.25,0.268,0.9328358208955223,0.488,0.4669999999999999,1.0449678800856532,0.0052416825810787104,2199.1622244782116,0.011306369860261109,0.23932935564149632,21.16765669259375,-0.0018724741676774403,0.18521398799291067,52.292672460499105,0.1620676761078802,0.8706734149248786,0.7657657657657656,1.0115911122238297,0.22522522522522512,0.6523046092184369,0.7397957170823755,0.8945623376227041,0.5623960481869573,0.14103378092574337,-0.5654021160961569,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11695045757218457,0.11695307554987795,0.5114332754892287,0.10823705175963565
7,-0.2999999999999985,0.8970083340444824,0.9093159727183437,0.9159181815703564,0.9558906849612362,0.894028822116126,0.9091713286947918,0.916498751340467,0.955804525685198,-26.131721393983582,-23.008946537792127,-21.333790779265,-11.191704889697206,-26.97868316697918,-23.123626579919318,-21.258173935759316,-11.251509351533315,0.0882779549555577,-0.2691235398288061,1,0.1,0.10200000000000001,0.9803921568627451,0.25,0.262,0.9541984732824427,0.49300000000000005,0.41200000000000003,1.1966019417475728,0.0057092051891751705,2203.8857314047527,0.0017116580763208,0.2887659955325853,168.70542050856693,0.0362575490264605,0.1990596373004384,70.2702562175766,0.20863767299148972,0.866635232177267,0.7857857857857856,1.1092898648952227,0.22522522522522512,0.6533066132264529,0.7369030856460488,0.8925591470588004,0.5249615423900031,0.1439676547958269,-0.6256664992290262,0.9,0.9,0.8181818181818182,0.9090909090909091,0.12216116542174539,0.12215989770418792,0.5135161314404129,0.11386248109362582
7,-0.2999999999999985,0.8988675641305806,0.9121064011303928,0.9320452883298178,0.9600218335391086,0.9093805064977936,0.9115752286211879,0.9295119528217981,0.9572552564703993,-25.660481098164354,-22.301371593138725,-17.242248536319437,-10.143718738600768,-23.070859608710833,-22.5121042677562,-17.94558519024261,-10.882404423919638,0.09302361611494703,-0.3341101868523406,1,0.1,0.1,1.0,0.25,0.25,1.0,0.501,0.422,1.1872037914691944,0.009877851667507764,2205.363549724075,0.03374528711247997,0.4354002141505973,12.902548812203584,0.007095845529463296,0.20050294077041175,54.133565404478965,0.19538877214227457,0.8789858926714875,0.8258258258258255,0.9224970052592174,0.26526526526526517,0.6492985971943888,0.7143841054765462,0.8910041470903924,0.5053516309257607,0.14739871248207545,-0.5965129910736379,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11799671974973719,0.11799669841474873,0.5309693039090331,0.10965489884829287
7,-0.2999999999999985,0.888743913694177,0.929648512625115,0.960239958448633,0.9578815130289211,0.8866571575101091,0.931381032814148,0.960257462992509,0.9579250922436703,-28.22007068796603,-17.844632259178212,-10.085121815734027,-10.683340741708378,-28.829817770005434,-17.453879539950123,-10.108887993927397,-10.702148425587296,-0.04786659510100976,-0.39078869180130527,1,0.1,0.101,0.9900990099009901,0.25,0.26,0.9615384615384615,0.46499999999999997,0.438,1.0616438356164384,0.018272118617757238,2205.149999613675,0.030453833518023235,0.3708853094141617,12.178608292275053,0.013346509853417898,0.1712802994463255,356.6730127211466,0.16985107523462417,0.8837946078853238,0.8258258258258255,1.05931476351837,0.24524524524524516,0.6623246492985972,0.7302069103566446,0.8882146507548031,0.5037342734411664,0.15373137918216548,-0.6092579235249326,0.9,0.9,0.8181818181818182,0.9090909090909091,0.117224110639473,0.1172261613223218,0.522574830409549,0.10937468069881633
7,-0.2999999999999985,0.9644203523624567,0.9546071726102772,0.9536869653074695,0.953371545461853,0.9621171184101117,0.9520332085216473,0.9523248189344413,0.9528524329917925,-9.022052205487256,-11.510413555434212,-11.743753649478322,-11.823735732010164,-9.625951912776884,-12.188249911381149,-12.114152385189556,-11.980086883004446,-0.025554615407830956,-0.48298011401098284,1,0.1,0.10300000000000001,0.970873786407767,0.25,0.255,0.9803921568627451,0.49899999999999994,0.41900000000000004,1.1909307875894986,0.006882719753269817,2208.0821515248026,0.013510887907298657,0.34980486254190124,25.890590236703442,0.0027099767864429136,0.21881496720455862,259.0065427466506,0.1966808006699975,0.8633659582572392,0.8258258258258255,1.1616226326085017,0.28528528528528524,0.6442885771543087,0.7132925452540142,0.8933557880014256,0.5332118326694248,0.14362325043271962,-0.6231475706971898,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11781454405986845,0.11781521198223403,0.5357133982632598,0.11018061324278272
7,-0.2999999999999985,0.8724281645739581,0.9115275804368937,0.9396871549810558,0.9665510617809349,0.8847273863629019,0.9124271427667777,0.9397347603678466,0.9663130180793968,-32.34628538420617,-22.432491640982335,-15.292532954479384,-8.48109535948322,-29.278722093149753,-22.24310934691445,-15.307098081612594,-8.556340926869353,-0.05768705840597113,-0.3653386256149429,1,0.1,0.101,0.9900990099009901,0.25,0.263,0.9505703422053231,0.483,0.42400000000000004,1.1391509433962264,0.0004176555353513356,2202.825522885281,0.010433881575861448,0.21058453303394456,20.182760509868846,0.013067337609745322,0.1813596191860367,804.344744829614,0.17475933196586824,0.8698475770693734,0.8258258258258255,0.880937190447399,0.22522522522522512,0.6663326653306614,0.7273980818756973,0.8954980431297088,0.5273838471041421,0.14244715924759854,-0.5923421734971535,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11572268023486282,0.11571815725593329,0.5269684618448659,0.10717199386464292
7,-0.2999999999999985,0.883970323640133,0.9232866416126475,0.9427225718519461,0.9521427796614658,0.8794301388617415,0.9285544658860998,0.9431753159336539,0.9530968880104002,-29.430642007597186,-19.45815466119481,-14.528278763038145,-12.138866223273112,-30.658577710794873,-18.16721392096889,-14.449415267565769,-11.926551878187155,0.04189384974885126,-0.23710940874227537,1,0.1,0.1,1.0,0.25,0.251,0.9960159362549801,0.5050000000000001,0.406,1.2438423645320198,0.015245635557258441,2205.3706891594084,0.00025270920349997294,0.3140078504907363,1242.5659459243634,0.028050662564974793,0.21890073616901018,36.3328140379308,0.2779743315903924,0.8661882314552164,0.8058058058058056,0.9660174799522646,0.24524524524524516,0.6643286573146293,0.7378997948367007,0.8968432706408039,0.4865815837872761,0.14315046253565236,-0.6034968000981411,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11586131954425577,0.11586557658696346,0.5210754523939132,0.11079971753941155
7,-0.2999999999999985,0.9081427933821822,0.9403134650174078,0.9323591713678099,0.9560403233710075,0.9219951559598244,0.9462962041032483,0.9304169644199204,0.9554118151005166,-23.297377107321438,-15.13805791530632,-17.155473702268722,-11.149317529354136,-19.830103407785913,-13.652380683880637,-17.68914235979952,-11.335043716859957,-0.007390901878817238,-0.3897755094173978,1,0.1,0.10200000000000001,0.9803921568627451,0.25,0.255,0.9803921568627451,0.495,0.43500000000000005,1.1379310344827585,0.0044953125467069865,2200.8888143370486,0.0064815061885390894,0.29132726844776874,44.947464366061645,0.013366479530269482,0.17495935394250972,31.28089464190222,0.179312099596747,0.8713620113215342,0.8058058058058056,1.1616226326085017,0.24524524524524516,0.6653306613226453,0.7372961616992297,0.8947917867570293,0.5575645232676413,0.14091433117094102,-0.6270229806530576,0.9,0.9,0.8181818181818182,0.9090909090909091,0.11774306160710413,0.1177467966329296,0.5217475605596672,0.10837313048101554
